	prop.value	propLabel.value
542	http://www.wikidata.org/entity/P804	GNIS Antarctica ID
543	http://www.wikidata.org/entity/P795	located on linear feature
544	http://www.wikidata.org/entity/P805	statement is subject of
545	http://www.wikidata.org/entity/P821	CGNDB Unique ID
546	http://www.wikidata.org/entity/P717	Minor Planet Center observatory code
547	http://www.wikidata.org/entity/P760	DPLA ID
548	http://www.wikidata.org/entity/P771	Swiss municipality code
549	http://www.wikidata.org/entity/P775	Swedish urban area code
550	http://www.wikidata.org/entity/P827	BBC programme ID
551	http://www.wikidata.org/entity/P726	candidate
552	http://www.wikidata.org/entity/P721	OKATO ID
553	http://www.wikidata.org/entity/P724	Internet Archive ID
554	http://www.wikidata.org/entity/P759	Alberta Register of Historic Places ID
555	http://www.wikidata.org/entity/P800	notable work
556	http://www.wikidata.org/entity/P819	ADS bibcode
557	http://www.wikidata.org/entity/P809	WDPA ID
558	http://www.wikidata.org/entity/P829	OEIS ID
559	http://www.wikidata.org/entity/P808	Bien de Interés Cultural (BIC) code
560	http://www.wikidata.org/entity/P730	service retirement
561	http://www.wikidata.org/entity/P746	date of disappearance
562	http://www.wikidata.org/entity/P773	ISO 3166-3
563	http://www.wikidata.org/entity/P722	UIC station code
564	http://www.wikidata.org/entity/P729	service entry
565	http://www.wikidata.org/entity/P745	Low German Bibliography and Biography ID
566	http://www.wikidata.org/entity/P749	parent organization
567	http://www.wikidata.org/entity/P764	OKTMO ID
568	http://www.wikidata.org/entity/P778	Church of Sweden parish code
569	http://www.wikidata.org/entity/P825	dedicated to
570	http://www.wikidata.org/entity/P828	has cause
571	http://www.wikidata.org/entity/P780	symptoms and signs
572	http://www.wikidata.org/entity/P718	Canmore ID
573	http://www.wikidata.org/entity/P723	Digitale Bibliotheek voor de Nederlandse Letteren author ID
574	http://www.wikidata.org/entity/P741	playing hand
575	http://www.wikidata.org/entity/P756	removed feature
576	http://www.wikidata.org/entity/P761	Lake ID (Sweden)
577	http://www.wikidata.org/entity/P789	edibility
578	http://www.wikidata.org/entity/P798	military designation
579	http://www.wikidata.org/entity/P781	SIKART ID
580	http://www.wikidata.org/entity/P776	Swedish minor urban area code
581	http://www.wikidata.org/entity/P818	arXiv ID
582	http://www.wikidata.org/entity/P820	arXiv classification
583	http://www.wikidata.org/entity/P824	Meteoritical Bulletin Database ID
584	http://www.wikidata.org/entity/P748	appointed by
585	http://www.wikidata.org/entity/P736	cover art by
586	http://www.wikidata.org/entity/P758	Kulturminne ID
587	http://www.wikidata.org/entity/P774	FIPS 55-3 (locations in the US)
588	http://www.wikidata.org/entity/P765	surface played on
589	http://www.wikidata.org/entity/P783	hymenium type
590	http://www.wikidata.org/entity/P806	Italian cadastre code
591	http://www.wikidata.org/entity/P815	ITIS TSN
592	http://www.wikidata.org/entity/P814	IUCN protected areas category
593	http://www.wikidata.org/entity/P747	has edition or translation
594	http://www.wikidata.org/entity/P751	introduced feature
595	http://www.wikidata.org/entity/P790	approved by
596	http://www.wikidata.org/entity/P772	INE municipality code
597	http://www.wikidata.org/entity/P799	Air Ministry specification ID
598	http://www.wikidata.org/entity/P816	decays to
599	http://www.wikidata.org/entity/P813	retrieved
600	http://www.wikidata.org/entity/P1133	Classified properties and protected areas of Wallonia ID
601	http://www.wikidata.org/entity/P1187	Dharma Drum Institute of Liberal Arts person ID
602	http://www.wikidata.org/entity/P1188	Dharma Drum Institute of Liberal Arts place ID
603	http://www.wikidata.org/entity/P1078	Valvetrain configuration
604	http://www.wikidata.org/entity/P1075	rector
605	http://www.wikidata.org/entity/P1142	political ideology
606	http://www.wikidata.org/entity/P1110	attendance
607	http://www.wikidata.org/entity/P1082	population
608	http://www.wikidata.org/entity/P1150	Regensburg Classification
609	http://www.wikidata.org/entity/P1114	quantity
610	http://www.wikidata.org/entity/P1084	EUL editions
611	http://www.wikidata.org/entity/P1108	electronegativity
612	http://www.wikidata.org/entity/P1081	Human Development Index
613	http://www.wikidata.org/entity/P1103	number of platform tracks
614	http://www.wikidata.org/entity/P1073	writable file format
615	http://www.wikidata.org/entity/P1122	spin quantum number
616	http://www.wikidata.org/entity/P1111	votes received
617	http://www.wikidata.org/entity/P1146	World Athletics athlete ID
618	http://www.wikidata.org/entity/P1161	Z39.5 abbreviation
619	http://www.wikidata.org/entity/P1172	Geokod
620	http://www.wikidata.org/entity/P1170	transmitted signal type
621	http://www.wikidata.org/entity/P1086	atomic number
622	http://www.wikidata.org/entity/P1096	orbital eccentricity
623	http://www.wikidata.org/entity/P1159	CODEN
624	http://www.wikidata.org/entity/P1189	Chinese Library Classification
625	http://www.wikidata.org/entity/P1068	instruction set
626	http://www.wikidata.org/entity/P1076	ICTV virus ID
627	http://www.wikidata.org/entity/P1116	ELSTAT geographical code
628	http://www.wikidata.org/entity/P1083	maximum capacity
629	http://www.wikidata.org/entity/P1088	Mohs' hardness
630	http://www.wikidata.org/entity/P1099	number of masts
631	http://www.wikidata.org/entity/P1120	number of deaths
632	http://www.wikidata.org/entity/P1090	redshift
633	http://www.wikidata.org/entity/P1121	oxidation state
634	http://www.wikidata.org/entity/P1132	number of participants
635	http://www.wikidata.org/entity/P1148	neutron number
636	http://www.wikidata.org/entity/P1136	solved by
637	http://www.wikidata.org/entity/P1162	Bluebook abbreviation
638	http://www.wikidata.org/entity/P1184	Handle ID
639	http://www.wikidata.org/entity/P1163	media type
640	http://www.wikidata.org/entity/P1168	municipality code (Denmark)
641	http://www.wikidata.org/entity/P1156	Scopus source ID
642	http://www.wikidata.org/entity/P1174	visitors per year
643	http://www.wikidata.org/entity/P1167	USB vendor ID
644	http://www.wikidata.org/entity/P1093	gross tonnage
645	http://www.wikidata.org/entity/P1072	readable file format
646	http://www.wikidata.org/entity/P1069	Statistics Denmarks classification of occupation (DISCO-08)
647	http://www.wikidata.org/entity/P1128	employees
648	http://www.wikidata.org/entity/P1079	launch contractor
649	http://www.wikidata.org/entity/P1140	EHAK id
650	http://www.wikidata.org/entity/P1126	isospin quantum number
651	http://www.wikidata.org/entity/P1098	number of speakers
652	http://www.wikidata.org/entity/P1183	Gewässerkennzahl
653	http://www.wikidata.org/entity/P1181	numeric value
654	http://www.wikidata.org/entity/P1070	PlantList-ID
655	http://www.wikidata.org/entity/P1125	Gini coefficient
656	http://www.wikidata.org/entity/P1137	fossil found in this unit
657	http://www.wikidata.org/entity/P1100	number of cylinders
658	http://www.wikidata.org/entity/P1145	Lagrangian point
659	http://www.wikidata.org/entity/P1149	Library of Congress Classification
660	http://www.wikidata.org/entity/P1107	proportion
661	http://www.wikidata.org/entity/P1092	total produced
662	http://www.wikidata.org/entity/P1164	group cardinality
663	http://www.wikidata.org/entity/P1185	Rodovid ID
664	http://www.wikidata.org/entity/P1190	Universal Decimal Classification
665	http://www.wikidata.org/entity/P1080	from narrative universe
666	http://www.wikidata.org/entity/P1097	g-factor
667	http://www.wikidata.org/entity/P1139	floors below ground
668	http://www.wikidata.org/entity/P1127	isospin z-component
669	http://www.wikidata.org/entity/P1104	number of pages
670	http://www.wikidata.org/entity/P1160	ISO 4 abbreviation
671	http://www.wikidata.org/entity/P1077	KOATUU identifier
672	http://www.wikidata.org/entity/P1102	flattening
673	http://www.wikidata.org/entity/P1085	LibraryThing work ID
674	http://www.wikidata.org/entity/P1144	Library of Congress Control Number (LCCN) (bibliographic)
675	http://www.wikidata.org/entity/P1123	parity quantum number
676	http://www.wikidata.org/entity/P1158	location of landing
677	http://www.wikidata.org/entity/P1154	Scopus EID
678	http://www.wikidata.org/entity/P1157	US Congress Bio ID
679	http://www.wikidata.org/entity/P1171	approximation algorithm
680	http://www.wikidata.org/entity/P1115	ATVK ID
681	http://www.wikidata.org/entity/P1143	BN (Argentine) editions
682	http://www.wikidata.org/entity/P1087	Elo rating
683	http://www.wikidata.org/entity/P1074	fictional analog of
684	http://www.wikidata.org/entity/P1101	floors above ground
685	http://www.wikidata.org/entity/P1138	Kunstindeks Danmark Artist ID
686	http://www.wikidata.org/entity/P1113	number of episodes
687	http://www.wikidata.org/entity/P1109	refractive index
688	http://www.wikidata.org/entity/P1165	home world
689	http://www.wikidata.org/entity/P1155	Scopus affiliation ID
690	http://www.wikidata.org/entity/P1186	MEP directory ID
691	http://www.wikidata.org/entity/P1071	location of creation
692	http://www.wikidata.org/entity/P1129	national team caps
693	http://www.wikidata.org/entity/P1135	nomenclatural status
694	http://www.wikidata.org/entity/P1117	pKa
695	http://www.wikidata.org/entity/P1141	number of processor cores
696	http://www.wikidata.org/entity/P1106	Sandbox-Quantity
697	http://www.wikidata.org/entity/P1153	Scopus author ID
698	http://www.wikidata.org/entity/P1151	topic's main Wikimedia portal
699	http://www.wikidata.org/entity/P1182	LIBRIS editions
700	http://www.wikidata.org/entity/P1209	CN
701	http://www.wikidata.org/entity/P1283	filmography
702	http://www.wikidata.org/entity/P1247	compression ratio
703	http://www.wikidata.org/entity/P1211	fuel system
704	http://www.wikidata.org/entity/P1279	inflation rate
705	http://www.wikidata.org/entity/P1203	Finnish municipality number
706	http://www.wikidata.org/entity/P1249	time of earliest written record
707	http://www.wikidata.org/entity/P1193	prevalence
708	http://www.wikidata.org/entity/P1201	space tug
709	http://www.wikidata.org/entity/P1204	Wikimedia portal's main topic
710	http://www.wikidata.org/entity/P1242	Theatricalia play ID
711	http://www.wikidata.org/entity/P1245	OmegaWiki Defined Meaning
712	http://www.wikidata.org/entity/P1276	Dictionnaire du Jura ID
713	http://www.wikidata.org/entity/P1263	NNDB people ID
714	http://www.wikidata.org/entity/P1270	Norwegian Register journal ID
715	http://www.wikidata.org/entity/P1268	represents
716	http://www.wikidata.org/entity/P1297	IRS Employer Identification Number
717	http://www.wikidata.org/entity/P1238	Swedish Football Association player ID
718	http://www.wikidata.org/entity/P1215	apparent magnitude
719	http://www.wikidata.org/entity/P1236	Parsons code
720	http://www.wikidata.org/entity/P1195	file extension
721	http://www.wikidata.org/entity/P1199	mode of inheritance
722	http://www.wikidata.org/entity/P1200	bodies of water basin category
723	http://www.wikidata.org/entity/P1240	Danish Bibliometric Research Indicator level
724	http://www.wikidata.org/entity/P1252	AUSTLANG code
725	http://www.wikidata.org/entity/P1267	AlloCiné series ID
726	http://www.wikidata.org/entity/P1287	KDG Komponisten der Gegenwart ID
727	http://www.wikidata.org/entity/P1262	RAÄ number
728	http://www.wikidata.org/entity/P1275	Norway Import Service and Registration Authority publisher code
729	http://www.wikidata.org/entity/P1261	Scandinavian Runic-text Database
730	http://www.wikidata.org/entity/P1282	OpenStreetMap tag or key
731	http://www.wikidata.org/entity/P1290	godparent
732	http://www.wikidata.org/entity/P1207	NUKAT ID
733	http://www.wikidata.org/entity/P1210	supercharger
734	http://www.wikidata.org/entity/P1198	unemployment rate
735	http://www.wikidata.org/entity/P1214	Riksdagen person-ID
736	http://www.wikidata.org/entity/P1234	ISFDB publication ID
737	http://www.wikidata.org/entity/P1246	patent number
738	http://www.wikidata.org/entity/P1292	DNB editions
739	http://www.wikidata.org/entity/P1278	Legal Entity Identifier
740	http://www.wikidata.org/entity/P1288	Kritisches Lexikon der Gegenwartsliteratur ID
741	http://www.wikidata.org/entity/P1271	Norway Database for Statistics on Higher education publisher ID
742	http://www.wikidata.org/entity/P1285	Munzinger Sport number
743	http://www.wikidata.org/entity/P1284	Munzinger person ID
744	http://www.wikidata.org/entity/P1260	Swedish Open Cultural Heritage URI
745	http://www.wikidata.org/entity/P1264	valid in period
746	http://www.wikidata.org/entity/P1243	ISRC
747	http://www.wikidata.org/entity/P1208	ISMN
748	http://www.wikidata.org/entity/P1220	Internet Broadway Database person ID
749	http://www.wikidata.org/entity/P1216	National Heritage List for England number
750	http://www.wikidata.org/entity/P1250	Danish Bibliometric Research Indicator (BFI) SNO/CNO
751	http://www.wikidata.org/entity/P1295	emissivity
752	http://www.wikidata.org/entity/P1300	bibcode
753	http://www.wikidata.org/entity/P1269	facet of
754	http://www.wikidata.org/entity/P1196	manner of death
755	http://www.wikidata.org/entity/P1194	received signal type
756	http://www.wikidata.org/entity/P1233	Internet Speculative Fiction Database author ID
757	http://www.wikidata.org/entity/P1255	HelveticArchives ID
758	http://www.wikidata.org/entity/P1254	Slovenska biografija ID
759	http://www.wikidata.org/entity/P1259	coordinates of the point of view
760	http://www.wikidata.org/entity/P1273	CANTIC ID
761	http://www.wikidata.org/entity/P1291	Association Authors of Switzerland ID (former scheme)
762	http://www.wikidata.org/entity/P1289	Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur ID
763	http://www.wikidata.org/entity/P1286	Munzinger Pop ID
764	http://www.wikidata.org/entity/P1293	Royal Aero Club Aviator's Certificate ID
765	http://www.wikidata.org/entity/P1281	WOEID
766	http://www.wikidata.org/entity/P1232	Linguist list code
767	http://www.wikidata.org/entity/P1256	Iconclass notation
768	http://www.wikidata.org/entity/P1191	date of first performance
769	http://www.wikidata.org/entity/P1221	compressor type
770	http://www.wikidata.org/entity/P1225	U.S. National Archives Identifier
771	http://www.wikidata.org/entity/P1237	Box Office Mojo film ID (former scheme)
772	http://www.wikidata.org/entity/P1251	ABS ASCL 2011 code
773	http://www.wikidata.org/entity/P1253	BCU Ecrivainsvd ID
